ProductKey,Unit Price,Margin,TotalSales
172,169.00,66.86,481.65
1140,480.50,66.86,1249.30
1122,332.00,54.01,1726.40
1486,288.00,54.01,403.20
1683,4.99,49.09,13.473
618,299.00,66.86,3139.50
1003,165.00,54.01,495.00
1345,22.00,54.00,123.20
1536,298.00,54.01,476.80
1151,410.00,49.01,3936.00
544,499.00,49.01,499.00
1754,89.00,54.01,534.00
1444,230.00,54.01,1840.00
1145,566.00,54.01,5094.00
283,429.00,54.01,1544.40
1073,588.00,66.86,3822.00
2112,791.00,54.01,7910.00
739,236.00,66.86,3186.00
29,255.00,66.86,688.50
192,599.00,54.01,1437.60
1462,268.00,54.01,428.80
1478,300.00,54.01,960.00
1565,255.00,54.01,1377.00
743,12.95,49.03,19.425
871,20.96,48.99,419.20
2230,635.99,66.86,2861.955
1017,165.00,54.01,528.00
1212,180.00,49.01,180.00
2137,163.00,49.01,122.25
48,149.95,49.01,149.95
253,299.00,49.01,1420.25
2252,79.95,49.01,319.80
1292,366.55,66.86,476.515
1840,1599.00,49.01,2398.50
266,299.00,49.01,717.60
978,290.00,66.86,1276.00
1964,899.00,54.01,3371.25
738,228.00,66.86,684.00
2381,199.99,49.01,359.982
1883,1989.00,54.01,17901.00
151,1184.97,66.86,11849.70
1018,188.00,54.01,977.60
1081,568.00,66.86,7270.40
1874,1818.00,54.01,7453.80
1119,328.00,54.01,656.00
1244,178.00,49.01,1780.00
110,132.99,54.01,119.691
1181,1580.00,66.86,1738.00
341,967.00,54.01,2901.00
2465,30.00,49.03,120.00
2381,199.99,49.01,719.964
102,115.00,54.01,172.50
305,329.00,54.01,1184.40
88,149.99,66.87,1124.925
2462,215.62,66.86,1552.464
395,326.00,49.01,2445.00
1496,288.00,54.01,2764.80
114,249.99,66.86,2049.918
1638,13.89,53.99,90.285
2442,9.99,49.04,9.99
77,37.95,54.01,239.085
2281,229.99,54.01,172.4925
1612,179.99,54.01,2339.87
1853,1989.90,54.01,15919.20
2158,1650.00,66.86,12375.00
1236,188.00,49.01,940.00
1264,69.99,49.02,559.92
965,281.00,49.01,927.30
1045,588.00,66.86,4527.60
1830,1599.00,49.01,10073.70
2049,665.94,66.86,3496.185
1307,68.00,54.01,761.60
879,13.00,49.00,182.00
423,599.00,54.01,599.00
198,599.00,54.01,3594.00
2206,635.99,66.86,635.99
1481,229.00,54.01,1465.60
836,15.90,48.99,286.20
463,619.00,66.86,7737.50
1533,299.00,54.01,1196.00
2363,459.99,54.01,1241.973
1422,301.00,54.01,541.80
591,229.00,49.01,4580.00
396,1299.00,66.86,23382.00
2028,139.99,49.01,629.955
201,699.00,54.01,6990.00
1376,31.00,66.87,310.00
287,399.00,54.01,1137.15
2158,1650.00,66.86,6187.50
1158,1560.00,66.86,10140.00
158,1099.99,54.01,7039.936
2250,119.99,49.02,89.9925
1161,880.00,54.01,1936.00
1025,196.90,54.01,1023.88
1018,188.00,54.01,206.80
1401,40.19,54.01,168.798
112,249.99,66.86,1124.955
2380,299.99,49.01,2159.928
926,1.99,49.24,34.825
955,196.90,54.01,2520.32
1396,22.99,54.02,229.90
1547,255.00,54.01,4131.00
1020,290.00,66.86,3016.00
2065,99.99,49.01,299.97
744,39.90,49.02,558.60
802,15.50,49.03,193.75
1264,69.99,49.02,895.872
1937,279.99,49.01,839.97
1918,299.99,49.01,224.9925
1143,328.00,54.01,2984.80
12,77.68,54.01,174.78
2177,745.99,54.01,6117.118
180,69.00,49.01,124.20
622,2295.00,66.86,9180.00
2453,29.99,49.01,24.5918
408,758.00,54.01,758.00
1562,238.00,54.01,428.40
640,299.00,66.86,1196.00
2173,163.00,49.01,880.20
1145,566.00,54.01,5603.40
2183,745.99,54.01,1223.4236
175,116.90,54.01,374.08
2502,9.99,49.04,143.856
95,67.40,49.02,269.60
1583,13.89,53.99,41.67
417,599.00,54.01,4193.00
2020,199.99,54.01,1619.919
488,49.00,49.02,1225.00
1233,878.00,54.01,1756.00
1183,1520.00,66.86,10640.00
467,139.00,54.01,1112.00
558,299.00,66.86,3588.00
2379,399.99,54.01,2519.937
1148,422.00,49.01,2743.00
228,269.90,49.01,485.82
55,296.00,66.86,666.00
1277,52.13,49.01,338.845
197,299.90,49.01,1439.52
1238,168.00,49.01,672.00
60,156.00,49.01,1092.00
911,95.90,54.01,1918.00
1052,627.00,66.86,6520.80
1712,70.13,54.01,378.702
1102,343.00,54.01,377.30
500,69.00,66.86,172.50
2087,791.00,54.01,1945.86
2340,79.95,49.01,359.775
1285,24.99,49.01,39.984
1182,1560.00,66.86,2028.00
1688,8.88,54.05,55.944
2096,877.50,54.01,2158.65
310,299.00,49.01,2152.80
2238,635.99,66.86,4292.9325
1983,665.94,66.86,1198.692
86,99.99,54.01,224.9775
1894,1818.00,54.01,12271.50
2459,215.62,66.86,1940.58
921,0.95,49.47,14.25
1940,899.00,54.01,7192.00
23,134.00,54.01,134.00
587,2295.00,66.86,4590.00
1883,1989.00,54.01,5370.30
1063,338.00,54.01,1690.00
245,489.00,54.01,3960.90
1837,2652.00,66.86,7956.00
1887,2652.00,66.86,2652.00
1173,432.00,49.01,475.20
1218,638.00,54.01,6124.80
1034,290.00,66.86,290.00
187,129.90,66.86,1039.20
34,95.95,49.01,604.485
2043,665.94,66.86,2663.76
1220,452.00,49.01,497.20
1735,28.00,49.00,156.80
1366,32.99,54.01,32.99
541,699.00,54.01,2796.00
198,599.00,54.01,1797.00
2121,129.90,49.01,909.30
2515,3.35,48.95,5.36
513,99.00,49.02,1732.50
648,79.00,49.01,1580.00
1816,32.00,49.03,57.60
26,199.90,54.01,1475.262
1907,279.99,49.01,1889.9325
1732,72.45,54.00,130.41
441,229.90,49.01,1379.40
52,199.95,54.01,655.836
2152,1650.00,66.86,10824.00
991,268.00,66.86,1876.00
1635,22.89,66.88,29.757
2182,1650.00,66.86,2475.00
1859,1818.90,54.01,5965.992
1696,16.99,66.86,59.465
434,599.00,54.01,6289.50
2474,29.99,49.01,22.4925
1456,301.00,54.01,1083.60
1449,300.00,54.01,1800.00
206,569.00,54.01,1621.65
2047,99.99,49.01,629.937
2405,459.99,54.01,689.985
2453,29.99,49.01,172.1426
2231,339.00,54.01,1525.50
379,326.00,49.01,4564.00
255,889.00,66.86,6400.80
1251,59.99,49.02,539.91
741,229.00,66.86,572.50
2110,1475.00,66.86,11062.50
2497,9.99,49.04,139.86
1421,290.00,54.01,2784.00
17,109.95,54.01,219.90
1467,301.00,54.01,1083.60
30,255.00,66.86,627.30
1550,280.00,54.01,1680.00
1759,104.89,66.87,188.802
391,699.00,54.01,8737.50
1054,312.00,54.01,2995.20
1952,899.00,54.01,7281.90
2440,9.99,49.04,52.4475
282,409.00,49.01,1165.65
158,1099.99,54.01,7314.9335
1755,64.90,49.01,292.05
373,326.00,49.01,1956.00
1583,13.89,53.99,125.01
753,11.50,54.00,120.75
99,120.00,54.01,180.00
704,219.00,66.86,1752.00
1956,129.99,49.01,935.928
2289,229.99,54.01,1448.937
401,326.00,49.01,5705.00
2395,199.99,49.01,1399.93
1513,269.00,54.01,1129.80
1832,2652.00,66.86,26520.00
2392,429.99,54.01,644.985
1980,129.99,49.01,532.959
2017,99.99,49.01,359.964
1130,319.00,54.01,3062.40
69,25.69,49.00,179.83
2020,199.99,54.01,1259.937
2367,199.99,49.01,1199.94
1432,300.00,54.01,1260.00
2284,79.95,49.01,559.65
753,11.50,54.00,155.25
1310,28.00,49.00,145.60
1974,129.99,49.01,682.4475
1153,999.00,66.86,2197.80
676,87.00,49.01,348.00
2107,791.00,54.01,2847.60
97,67.40,49.02,50.55
2308,79.95,49.01,119.925
1685,5.39,48.97,14.553
1088,673.00,66.86,6662.70
1595,22.89,66.88,123.606
2196,79.95,49.01,559.65
983,196.90,54.01,1732.72
1587,17.99,54.03,21.588
1108,629.00,66.86,1887.00
2229,29.99,49.01,188.937
1066,312.00,54.01,3120.00
1313,205.00,54.01,2050.00
1685,5.39,48.97,26.411
212,269.90,49.01,539.80
1777,43.00,49.02,120.40
2454,29.99,49.01,172.1426
73,47.95,54.01,78.638
1563,268.00,54.01,1876.00
1489,310.00,54.01,434.00
1728,79.80,54.01,287.28
78,40.55,54.00,218.97
1245,168.00,49.01,1848.00
1837,2652.00,66.86,3978.00
2275,101.99,49.01,418.159
1582,17.99,54.03,113.337
439,559.00,54.01,10062.00
1129,436.20,66.86,3358.74
326,299.00,49.01,2556.45
1572,57.99,54.00,678.483
2381,199.99,49.01,1079.946
986,129.00,54.01,129.00
1101,568.00,66.86,1704.00
1612,179.99,54.01,1259.93
1933,3199.99,66.86,23039.928
2113,508.00,49.01,4114.80
174,129.90,66.86,129.90
913,95.90,54.01,383.60
171,99.00,54.01,158.40
961,165.00,54.01,544.50
241,329.00,49.01,1974.00
889,50.00,49.02,900.00
929,33.99,49.01,135.96
654,129.00,54.01,774.00
1092,673.00,66.86,6124.30
2427,32.89,49.01,236.808
941,41.99,49.01,440.895
1633,13.89,53.99,58.338
1236,188.00,49.01,1710.80
183,109.00,54.00,523.20
1251,59.99,49.02,863.856
1846,999.00,49.01,1798.20
2020,199.99,54.01,149.9925
162,1592.20,66.86,4298.94
1301,95.00,54.01,522.50
196,269.90,49.01,2699.00
632,139.00,49.01,1737.50
1288,77.99,49.01,467.94
1660,289.99,66.86,2348.919
1224,1030.00,66.86,16480.00
1293,595.00,66.86,5414.50
1020,290.00,66.86,4640.00
1332,28.99,54.01,202.93
702,79.00,49.01,1580.00
1532,280.00,54.01,3528.00
1701,4.98,48.99,34.86
1070,312.00,54.01,1497.60
1225,1000.00,66.86,7700.00
2034,139.99,49.01,559.96
61,181.00,54.01,325.80
1534,398.00,66.86,716.40
2133,129.90,49.01,681.975
915,179.00,66.86,1253.00
2105,1475.00,66.86,3982.50
990,188.00,54.01,244.40
1468,189.00,54.01,2419.20
1537,368.00,66.86,6624.00
1182,1560.00,66.86,19968.00
504,869.00,66.86,15207.50
2215,339.00,54.01,2135.70
1928,899.00,54.01,6634.62
1659,259.99,66.86,1637.937
1967,279.99,49.01,1836.7344
2157,129.90,49.01,745.626
1685,5.39,48.97,22.638
703,209.00,66.86,209.00
620,190.00,54.01,570.00
1881,999.00,49.01,5994.00
1482,239.00,54.01,669.20
2196,79.95,49.01,639.60
2354,109.99,49.01,90.1918
164,1592.20,66.86,8597.88
925,1.99,49.24,11.94
1521,310.00,54.01,1550.00
1400,35.99,54.01,57.584
1254,19.99,49.02,79.96
1755,64.90,49.01,584.10
930,33.99,49.01,356.895
100,120.00,54.01,960.00
458,229.90,49.01,1034.55
1329,16.99,54.03,108.736
1699,6.88,54.06,61.92
1500,129.00,49.01,1625.40
955,196.90,54.01,1378.30
1543,402.00,66.86,723.60
229,299.90,49.01,1139.62
865,50.99,54.01,1147.275
2511,4.06,49.01,5.684
1017,165.00,54.01,1650.00
16,109.95,54.01,90.159
245,489.00,54.01,1173.60
614,999.00,54.01,999.00
2020,199.99,54.01,899.955
1483,269.00,54.01,430.40
2488,14.99,49.03,167.888
2053,99.99,49.01,799.92
497,99.00,49.02,2227.50
1423,189.00,54.01,1134.00
1388,32.99,54.01,92.372
1266,49.96,49.01,79.936
1104,427.00,66.86,555.10
727,188.00,54.01,376.00
1295,595.00,66.86,952.00
1570,398.00,66.86,5094.40
402,1299.00,66.86,22732.50
564,2499.00,66.86,26239.50
2119,163.00,49.01,586.80
1453,258.00,54.01,825.60
2469,30.99,49.01,154.95
1488,300.00,54.01,2400.00
1474,208.00,54.01,1164.80
1903,3199.99,66.86,3199.99
1347,21.00,54.00,147.00
2073,665.94,66.86,5327.52
661,228.00,66.86,342.00
1201,999.00,66.86,8991.00
2294,635.99,66.86,572.391
1441,200.00,54.01,2000.00
1246,158.00,49.01,1264.00
4,21.57,49.00,113.2425
1472,239.00,54.01,3059.20
1210,860.00,54.01,860.00
378,758.00,54.01,2274.00
2448,14.99,49.03,59.96
734,149.00,54.01,1192.00
1839,1818.00,54.01,6817.50
1611,159.99,54.01,1247.922
1987,99.99,49.01,224.9775
947,165.00,54.01,1633.50
368,1299.00,66.86,19485.00
91,149.99,66.87,224.985
120,119.99,49.02,383.968
1801,32.00,49.03,256.00
1171,655.00,54.01,3275.00
2325,29.99,49.01,188.937
1196,422.00,49.01,5401.60
1050,312.00,54.01,2402.40
551,2295.00,66.86,30982.50
2164,1650.00,66.86,8910.00
79,40.55,54.00,40.55
1326,42.99,66.87,300.93
152,1184.97,66.86,3377.1645
1198,411.00,49.01,1315.20
2104,257.50,49.01,257.50
1890,1599.00,49.01,2878.20
2037,665.94,66.86,1198.692
1835,1599.00,49.01,7867.08
543,229.00,49.01,1603.00
1299,25.00,54.00,247.50
194,299.00,49.01,1704.30
1276,52.13,49.01,406.614
412,382.95,49.01,1723.275
288,199.00,49.01,1432.80
1567,389.00,66.86,389.00
275,199.00,49.01,398.00
1673,5.50,49.09,4.95
1469,200.00,54.01,840.00
258,489.00,54.01,880.20
1425,529.00,66.86,5713.20
2220,79.95,49.01,79.95
847,15.60,49.03,156.00
1104,427.00,66.86,3843.00
770,52.90,49.01,555.45
756,29.90,54.01,299.00
393,599.00,54.01,2995.00
1504,208.00,54.01,832.00
1599,57.88,54.00,300.976
736,118.00,54.01,2360.00
2293,29.99,49.01,73.7754
393,599.00,54.01,1198.00
31,255.00,66.86,1785.00
51,199.95,54.01,1619.595
321,329.00,54.01,2812.95
1158,1560.00,66.86,18252.00
97,67.40,49.02,353.85
1621,12.99,49.03,93.528
235,799.00,66.86,5313.35
1509,310.00,54.01,3906.00
1650,289.99,66.86,2087.928
1984,199.99,54.01,1475.9262
2136,445.00,54.01,445.00
1506,288.00,54.01,2880.00
2381,199.99,49.01,1439.928
733,158.00,54.01,711.00
120,119.99,49.02,323.973
1472,239.00,54.01,2294.40
1936,299.99,49.01,2024.9325
1865,1599.90,49.01,7199.55
973,200.00,66.87,780.00
387,699.00,54.01,10485.00
203,799.00,66.86,3835.20
951,281.00,49.01,3287.70
531,679.00,66.86,3395.00
1234,856.00,54.01,6676.80
1706,8.88,54.05,62.16
1774,43.00,49.02,60.20
1635,22.89,66.88,144.207
1027,231.00,66.87,762.30
1490,129.00,49.01,1651.20
2147,745.99,54.01,5967.92
1720,70.13,54.01,441.819
541,699.00,54.01,9786.00
1872,2652.00,66.86,17901.00
2375,109.99,49.01,549.95
1473,269.00,54.01,3012.80
80,40.55,54.00,273.7125
1879,1818.00,54.01,1818.00
1200,1000.00,66.86,2000.00
1453,258.00,54.01,1032.00
1372,35.99,54.01,50.386
1045,588.00,66.86,3234.00
179,119.00,54.01,571.20
1656,159.99,54.01,1295.919
368,1299.00,66.86,2598.00
2284,79.95,49.01,479.70
2335,339.00,54.01,555.96
310,299.00,49.01,2421.90
2033,179.99,54.01,179.99
2458,19.99,49.02,39.98
1730,77.68,54.01,69.912
11,59.99,49.02,299.95
9,59.99,49.02,224.9625
2426,39.99,49.01,32.7918
1677,4.99,49.09,24.95
761,16.90,48.99,126.75
1892,2652.00,66.86,9547.20
2082,139.99,49.01,139.99
2210,119.99,49.02,755.937
999,231.00,66.87,2102.10
2308,79.95,49.01,239.85
80,40.55,54.00,199.506
1347,21.00,54.00,37.80
565,699.00,54.01,11184.00
994,184.50,54.01,184.50
1029,200.00,66.87,220.00
1942,299.99,49.01,1475.9508
614,999.00,54.01,4995.00
706,79.00,49.01,711.00
2022,139.99,49.01,209.985
1294,595.00,66.86,2320.50
1018,188.00,54.01,2105.60
66,25.69,49.00,115.605
2137,163.00,49.01,133.66
2100,1475.00,66.86,3318.75
2105,1475.00,66.86,7257.00
2424,39.99,49.01,199.95
1662,6.99,49.07,25.164
2092,791.00,54.01,4540.34
565,699.00,54.01,4194.00
1992,139.99,49.01,839.94
1383,12.99,49.03,145.488
963,268.00,66.86,428.80
1092,673.00,66.86,874.90
1376,31.00,66.87,558.00
1152,1000.00,66.86,12800.00
1873,1989.00,54.01,14917.50
308,500.00,54.01,2375.00
2174,149.00,49.02,745.00
1265,69.99,49.02,559.92
2049,665.94,66.86,3276.4248
2387,299.99,49.01,2213.9262
342,599.00,54.01,1797.00
366,758.00,54.01,6822.00
1024,186.90,54.01,242.97
2214,635.99,66.86,1271.98
2027,179.99,54.01,539.97
1493,269.00,54.01,807.00
19,109.95,54.01,197.91
159,1099.99,54.01,9899.91
758,27.90,54.01,279.00
1489,310.00,54.01,930.00
544,499.00,49.01,2495.00
621,139.00,49.01,1042.50
632,139.00,49.01,278.00
1969,3199.99,66.86,12799.96
589,699.00,54.01,5242.50
1389,35.99,54.01,64.782
1195,655.00,54.01,5043.50
1607,179.99,54.01,467.974
547,251.00,54.01,3012.00
1219,665.00,54.01,4256.00
496,179.00,54.01,2506.00
1101,568.00,66.86,7270.40
349,383.00,49.01,7660.00
1036,184.50,54.01,1678.95
289,529.00,54.01,1058.00
378,758.00,54.01,11370.00
1942,299.99,49.01,1079.964
497,99.00,49.02,396.00
1490,129.00,49.01,1444.80
1439,301.00,54.01,2167.20
1782,43.00,49.02,232.20
111,249.99,66.86,1349.946
1524,330.00,54.01,1980.00
1099,358.00,54.01,1396.20
1988,94.99,49.01,683.928
1244,178.00,49.01,534.00
1838,1989.00,54.01,7956.00
1606,159.99,54.01,191.988
938,99.00,49.02,742.50
721,248.00,66.86,5580.00
1579,219.00,66.86,1773.90
1571,56.99,54.00,284.95
801,19.90,48.99,159.20
1233,878.00,54.01,2897.40
2161,163.00,49.01,733.50
1700,8.88,54.05,53.28
1149,432.00,49.01,2592.00
2279,339.00,54.01,2223.84
2102,791.00,54.01,6328.00
1963,3199.99,66.86,8639.973
1134,319.00,54.01,510.40
1889,1818.00,54.01,9544.50
457,219.95,49.01,879.80
1303,95.00,54.01,912.00
283,429.00,54.01,3667.95
2466,30.00,49.03,24.60
1205,1580.00,66.86,5056.00
1335,40.19,54.01,120.57
1843,1989.00,54.01,1989.00
2416,73.99,54.00,369.95
1877,2652.00,66.86,23868.00
41,232.00,54.01,2320.00
87,99.99,54.01,74.9925
1101,568.00,66.86,1476.80
96,67.40,49.02,552.68
1855,1599.90,49.01,10495.344
351,336.00,49.01,2352.00
1908,129.99,49.01,213.1836
721,248.00,66.86,6200.00
589,699.00,54.01,5592.00
1882,2652.00,66.86,21216.00
2007,665.94,66.86,2730.354
1206,1560.00,66.86,20280.00
2124,445.00,54.01,1094.70
1239,158.00,49.01,2022.40
1521,310.00,54.01,2790.00
68,25.69,49.00,154.14
2018,94.99,49.01,664.93
465,259.00,54.01,647.50
229,299.90,49.01,1424.525
811,16.50,54.00,49.50
2019,665.94,66.86,1798.038
1167,160.00,49.01,1248.00
532,259.00,54.01,647.50
2271,339.00,54.01,1830.60
1176,1000.00,66.86,4400.00
1689,4.98,48.99,40.338
2128,1650.00,66.86,2475.00
375,699.00,54.01,12232.50
1485,230.00,54.01,1150.00
2077,99.99,49.01,359.964
2024,94.99,49.01,854.91
286,339.00,54.01,678.00
1594,9.99,49.04,29.97
834,22.90,48.99,183.20
339,879.90,54.01,5279.40
387,699.00,54.01,4194.00
2463,30.00,49.03,240.00
1338,32.99,54.01,138.558
337,329.00,54.01,1579.20
1965,493.00,54.01,3451.00
1029,200.00,66.87,1200.00
1040,198.00,54.01,653.40
5,21.57,49.00,129.42
547,251.00,54.01,3514.00
1223,460.00,49.01,2392.00
881,13.00,49.00,39.00
1370,47.44,54.00,853.92
1593,13.89,53.99,144.456
1120,657.00,66.86,6307.20
1692,6.99,49.07,19.572
1721,70.13,54.01,196.364
745,19.95,54.03,319.20
1951,3199.99,66.86,4799.985
681,121.00,54.01,968.00
1108,629.00,66.86,5535.20
328,259.00,49.01,259.00
543,229.00,49.01,572.50
156,469.97,54.01,3125.3005
2116,1650.00,66.86,8250.00
508,279.00,54.01,3906.00
1744,28.00,49.00,56.00
274,399.00,54.01,2394.00
1685,5.39,48.97,24.255
1985,179.99,54.01,404.9775
2446,4.99,49.09,13.473
1084,646.00,66.86,1679.60
1596,12.66,54.02,79.758
1170,633.00,54.01,4937.40
736,118.00,54.01,118.00
1357,38.99,54.01,116.97
2109,257.50,49.01,772.50
1041,231.00,66.87,1848.00
1334,35.99,54.01,345.504
362,1299.00,66.86,11691.00
1586,12.66,54.02,49.374
2306,119.99,49.02,629.9475
977,268.00,66.86,1768.80
1271,6.95,49.06,53.515
1521,310.00,54.01,930.00
772,11.90,48.99,17.85
1378,22.00,54.00,277.20
1587,17.99,54.03,161.91
1341,16.00,49.00,76.80
2494,2.94,48.97,12.348
1437,199.00,54.01,955.20
735,209.00,66.86,209.00
2268,79.95,49.01,71.955
2053,99.99,49.01,74.9925
2188,445.00,54.01,1001.25
1744,28.00,49.00,151.20
191,66.00,49.01,59.40
1373,14.19,49.04,14.19
1672,16.89,66.84,101.34
2026,199.99,54.01,359.982
2346,119.99,49.02,839.93
1676,8.99,54.06,8.091
664,229.00,66.86,1145.00
2016,139.99,49.01,459.1672
136,349.95,54.01,1662.2625
1718,70.13,54.01,49.091
246,329.00,49.01,1052.80
1727,56.00,54.01,224.00
1631,12.66,54.02,79.758
1545,268.00,54.01,268.00
2085,1475.00,66.86,5900.00
1315,205.00,54.01,266.50
321,329.00,54.01,263.20
670,196.00,54.01,588.00
422,969.00,66.86,13081.50
137,499.99,54.01,3499.93
176,126.90,54.01,241.11
770,52.90,49.01,925.75
507,259.00,54.01,518.00
2143,163.00,49.01,1320.30
1999,99.99,49.01,179.982
297,269.00,49.01,1022.20
347,586.00,54.01,2637.00
2222,635.99,66.86,521.5118
621,139.00,49.01,1737.50
1885,1599.00,49.01,9594.00
2504,9.99,49.04,111.888
2041,99.99,49.01,224.9775
15,77.68,54.01,524.34
2102,791.00,54.01,1582.00
172,169.00,66.86,1014.00
2016,139.99,49.01,209.985
2066,94.99,49.01,213.7275
233,699.00,54.01,5976.45
1166,165.00,49.01,1155.00
326,299.00,49.01,1196.00
1489,310.00,54.01,1550.00
233,699.00,54.01,5312.40
1776,43.00,49.02,30.10
2433,29.09,49.02,166.9766
1411,268.00,54.01,1125.60
192,599.00,54.01,1707.15
578,999.00,54.01,24975.00
173,89.90,49.02,427.025
1458,200.00,54.01,3200.00
1462,268.00,54.01,2251.20
2309,29.99,49.01,44.985
1956,129.99,49.01,233.982
552,2499.00,66.86,7497.00
571,251.00,54.01,1004.00
585,139.00,49.01,695.00
166,119.00,54.01,749.70
1064,627.00,66.86,1254.00
131,200.00,49.01,400.00
2099,257.50,49.01,1390.50
342,599.00,54.01,3594.00
1548,266.00,54.01,2606.80
1723,56.00,49.01,252.00
1303,95.00,54.01,123.50
2164,1650.00,66.86,3712.50
131,200.00,49.01,900.00
332,219.00,49.01,788.40
1496,288.00,54.01,3686.40
127,143.40,49.01,817.38
1256,19.99,49.02,31.984
113,249.99,66.86,1874.925
2251,101.99,49.01,407.96
1349,9.99,49.04,41.958
1668,6.99,49.07,44.037
258,489.00,54.01,4401.00
469,99.00,49.02,247.50
893,59.99,49.02,1049.825
2415,36.83,49.00,181.2036
2373,299.99,49.01,2459.918
1804,32.00,49.03,96.00
1773,43.00,49.02,301.00
2308,79.95,49.01,65.559
1975,3199.99,66.86,11519.964
1775,43.00,49.02,270.90
2022,139.99,49.01,344.3754
446,219.95,49.01,3519.20
142,299.99,49.01,2279.924
487,59.00,49.01,236.00
324,500.00,54.01,2500.00
1529,255.00,54.01,3570.00
2260,79.95,49.01,262.236
609,139.00,49.01,2432.50
606,299.00,54.01,598.00
324,500.00,54.01,3000.00
1130,319.00,54.01,701.80
2,12.99,49.03,9.7425
954,186.90,54.01,971.88
1297,25.00,54.00,100.00
1720,70.13,54.01,196.364
2005,99.99,49.01,179.982
2148,445.00,54.01,4450.00
986,129.00,54.01,335.40
1665,4.99,49.09,17.465
1275,52.13,49.01,364.91
1055,338.00,54.01,1622.40
120,119.99,49.02,839.93
195,639.00,54.01,3642.30
1085,568.00,66.86,2726.40
762,33.90,66.87,593.25
1085,568.00,66.86,5168.80
1182,1560.00,66.86,22464.00
324,500.00,54.01,1000.00
141,299.99,49.01,2099.93
459,269.90,49.01,1214.55
2069,179.99,54.01,539.97
2343,339.00,54.01,1389.90
293,499.00,54.01,2395.20
1860,1599.90,49.01,5247.672
1860,1599.90,49.01,6559.59
1965,493.00,54.01,2588.25
133,349.95,54.01,314.955
1613,109.99,49.01,263.976
1590,22.89,66.88,103.005
619,251.00,54.01,4518.00
480,279.00,54.01,1395.00
1117,436.20,66.86,3838.56
2252,79.95,49.01,479.70
2233,229.99,54.01,1034.955
1150,411.00,49.01,534.30
1255,19.99,49.02,103.948
1325,39.99,54.01,383.904
21,134.00,54.01,1005.00
1168,600.00,54.01,5460.00
2435,44.99,49.01,404.91
1709,70.13,54.01,280.52
1726,56.00,49.01,336.00
1121,436.20,66.86,4362.00
924,1.99,49.24,9.95
1168,600.00,54.01,3960.00
731,129.00,54.01,1548.00
2275,101.99,49.01,167.2636
1064,627.00,66.86,8025.60
1856,999.90,49.01,4919.508
2153,745.99,54.01,6713.91
265,360.00,49.01,1620.00
2107,791.00,54.01,5188.96
2262,635.99,66.86,2384.9625
2496,9.99,49.04,19.98
2026,199.99,54.01,719.964
2147,745.99,54.01,6713.91
150,1184.97,66.86,7465.311
578,999.00,54.01,1498.50
811,16.50,54.00,123.75
2457,19.99,49.02,114.7426
1731,72.45,54.00,391.23
1019,268.00,66.86,1768.80
2229,29.99,49.01,89.97
2369,635.99,66.86,2861.955
1148,422.00,49.01,4937.40
992,290.00,66.86,3770.00
818,11.50,54.00,120.75
2180,149.00,49.02,366.54
609,139.00,49.01,278.00
639,459.00,66.86,918.00
1534,398.00,66.86,2388.00
1304,68.00,54.01,680.00
1433,308.00,54.01,1971.20
1909,3199.99,66.86,6399.98
1979,279.99,49.01,1007.964
2479,210.00,54.01,945.00
2405,459.99,54.01,3311.928
2392,429.99,54.01,352.5918
576,2499.00,66.86,43732.50
117,169.99,49.01,611.964
1766,54.00,54.01,264.60
1371,32.99,54.01,263.92
1441,200.00,54.01,2880.00
1388,32.99,54.01,527.84
81,40.55,54.00,266.008
335,869.00,66.86,869.00
1608,109.99,49.01,439.96
127,143.40,49.01,516.24
1130,319.00,54.01,2073.50
728,196.00,54.01,392.00
1536,298.00,54.01,1192.00
1453,258.00,54.01,4644.00
409,326.00,49.01,1630.00
1868,1989.00,54.01,13923.00
205,599.00,54.01,3234.60
1785,43.00,49.02,180.60
262,199.00,49.01,1074.60
1750,109.00,66.87,654.00
1397,26.99,54.02,37.786
1687,6.88,54.06,37.152
2380,299.99,49.01,2999.90
2,12.99,49.03,48.7125
637,229.00,49.01,1145.00
427,469.00,54.01,3283.00
1128,627.00,66.86,2758.80
1335,40.19,54.01,257.216
725,190.00,54.01,570.00
2447,14.99,49.03,86.0426
424,269.95,49.01,2429.55
1315,205.00,54.01,1230.00
1724,56.00,49.01,453.60
1506,288.00,54.01,1036.80
1317,12.99,49.03,109.116
392,382.95,49.01,5744.25
2277,29.99,49.01,245.918
2030,94.99,49.01,683.928
1382,9.99,49.04,125.874
1261,36.99,49.01,336.609
817,9.50,49.05,19.00
2118,445.00,54.01,729.80
48,149.95,49.01,1229.59
500,69.00,66.86,138.00
2346,119.99,49.02,719.94
2296,268.50,54.01,1541.19
1855,1599.90,49.01,1599.90
2020,199.99,54.01,1049.9475
823,27.90,54.01,83.70
765,29.95,49.01,224.625
570,299.00,66.86,4036.50
2011,99.99,49.01,599.94
1634,9.99,49.04,77.922
803,17.90,48.99,268.50
1624,219.00,66.86,876.00
1486,288.00,54.01,4147.20
2243,101.99,49.01,101.99
963,268.00,66.86,348.40
88,149.99,66.87,368.9754
2421,25.99,49.01,58.4775
2349,459.99,54.01,827.982
1837,2652.00,66.86,18564.00
2097,791.00,54.01,711.90
2506,4.74,48.94,13.272
2040,139.99,49.01,755.946
